city,state,ev_network,total_stations,total_ports,dc_fast_pct,level2_pct,rolling_avg_ports
Stevenson Ranch,CA,Electrify America,1,4,100.0,0.0,4.0
Citrus Heights,CA,Non-Networked,1,4,0.0,100.0,4.0
San Diego,CA,SWTCH,1,4,0.0,100.0,5.71
Moraga,CA,Blink Network,2,4,0.0,100.0,4.0
Redding,CA,NOODOE,1,4,0.0,100.0,4.57
Mill Valley,CA,Electrify America,1,4,75.0,25.0,4.0
Belmont,CA,Electrify America,1,4,75.0,25.0,4.0
Union City,CA,Electrify America,1,4,75.0,25.0,4.0
Ripon,CA,ChargePoint Network,2,4,100.0,0.0,4.0
Montclair,CA,eVgo Network,1,4,100.0,0.0,4.0
Corning,CA,ChargePoint Network,4,4,0.0,100.0,4.0
French Camp,CA,EVCS,1,4,0.0,100.0,4.14
Turlock,CA,Electrify America,1,4,100.0,0.0,4.0
San Ysidro,CA,EVRANGE,1,4,100.0,0.0,4.0
Imperial Beach,CA,Blink Network,2,4,0.0,100.0,4.0
Santa Ana,CA,FLO,1,4,0.0,100.0,7.14
Belmont,CA,eVgo Network,1,4,100.0,0.0,4.0
Loma Linda,CA,eVgo Network,1,4,100.0,0.0,4.0
Quartz Hill,CA,POWERFLEX,2,4,0.0,100.0,6.43
King City,CA,eVgo Network,1,4,100.0,0.0,4.0
Placerville,CA,Electrify America,1,4,100.0,0.0,4.0
Baker,CA,Non-Networked,2,4,100.0,0.0,4.0
Los Banos,CA,Electrify America,1,4,100.0,0.0,4.0
Downey,CA,LOOP,1,4,0.0,100.0,4.0
Richmond,CA,FLO,1,4,0.0,100.0,6.29
Rowland Heights,CA,eVgo Network,1,4,100.0,0.0,4.0
Healdsburg,CA,SHELL_RECHARGE,1,4,50.0,50.0,4.0
Sonora,CA,TURNONGREEN,1,4,0.0,100.0,4.29
Monterey,CA,Blink Network,3,4,0.0,100.0,4.0
Compton,CA,LOOP,1,4,0.0,100.0,4.0
Palmdale,CA,OpConnect,1,4,0.0,100.0,4.14
Palm Springs,CA,Electrify America,1,4,100.0,0.0,4.0
Yucaipa,CA,ChargePoint Network,3,4,0.0,100.0,4.0
Van Nuys,CA,Electrify America,1,4,75.0,25.0,4.0
Sherman Oaks,CA,Electrify America,1,4,100.0,0.0,4.0
Santa Clara,CA,CHAEVI,1,4,100.0,0.0,9.14
Corte Madera,CA,RIVIAN_WAYPOINTS,1,4,0.0,100.0,16.33
Firebaugh,CA,RED_E,1,4,100.0,0.0,4.5
Willits,CA,SHELL_RECHARGE,1,4,50.0,50.0,4.0
Upland,CA,ChargePoint Network,2,4,0.0,100.0,4.0
Monrovia,CA,EV Connect,1,4,0.0,100.0,4.0
Laytonville,CA,ChargePoint Network,3,4,50.0,50.0,4.0
Pleasanton,CA,Tesla Destination,1,4,0.0,100.0,4.0
Escondido,CA,CIRCLE_K,1,4,100.0,0.0,5.0
Reseda,CA,FLO,4,4,0.0,100.0,5.71
South Gate,CA,Electrify America,1,4,75.0,25.0,4.0
Patterson,CA,Electrify America,1,4,100.0,0.0,4.0
Wildomar,CA,Electrify America,1,4,100.0,0.0,4.0
Hollywood,CA,EVGATEWAY,1,4,0.0,100.0,4.29
Fresno,CA,CIRCLE_K,1,4,100.0,0.0,4.43
Pleasant Hill,CA,Electrify America,1,4,75.0,25.0,4.0
Simi Valley,CA,ChargePoint Network,2,4,0.0,100.0,4.0
Northridge,CA,eVgo Network,1,4,100.0,0.0,4.0
Yorba Linda,CA,Electrify America,1,4,75.0,25.0,4.0
Yorba Linda,CA,LOOP,1,4,0.0,100.0,4.0
Visalia,CA,EVCS,1,4,0.0,100.0,4.0
Hoopa,CA,Non-Networked,1,4,0.0,100.0,4.0
Santa Cruz,CA,EVCS,1,4,0.0,100.0,4.0
Citrus Heights,CA,EV Connect,1,4,0.0,100.0,4.0
Woodland,CA,7CHARGE,1,4,100.0,0.0,4.0
Santa Maria,CA,7CHARGE,1,4,100.0,0.0,4.0
Sylmar,CA,eVgo Network,1,4,100.0,0.0,4.0
WEST SACRAMENTO,CA,BP_PULSE,1,4,100.0,0.0,6.29
Foothill Ranch,CA,Electrify America,1,4,75.0,25.0,4.0
Irvine,CA,AUTEL,1,4,0.0,100.0,26.25
Livermore,CA,EV Connect,1,4,0.0,100.0,4.0
Fremont,CA,EVGATEWAY,1,4,0.0,100.0,4.0
Lamont,CA,EVCS,1,4,0.0,100.0,4.0
Lodi,CA,Blink Network,1,4,0.0,100.0,4.0
Davis,CA,AMPUP,2,4,0.0,100.0,4.71
Colma,CA,ChargePoint Network,2,4,0.0,100.0,4.0
Morro Bay,CA,ChargePoint Network,2,4,0.0,100.0,4.0
Palm Springs,CA,EV Connect,2,4,0.0,100.0,4.0
San Clemente,CA,Electrify America,1,4,75.0,25.0,4.0
Hayward,CA,BP_PULSE,1,4,100.0,0.0,5.14
Oakdale,CA,EVGATEWAY,1,4,0.0,100.0,4.0
Garberville,CA,Electrify America,1,4,100.0,0.0,4.0
The Sea Ranch,CA,ChargePoint Network,2,4,0.0,100.0,4.0
Palm Springs,CA,NOODOE,1,4,0.0,100.0,4.29
Morgan Hill,CA,Blink Network,1,4,0.0,100.0,4.0
Grand Terrace,CA,ChargePoint Network,3,4,50.0,50.0,4.0
Moreno Valley,CA,LOOP,1,4,0.0,100.0,4.0
Entcinitas,CA,Blink Network,1,4,0.0,100.0,4.0
Santee,CA,Electrify America,1,4,75.0,25.0,4.0
Kettleman City,CA,EVRANGE,1,4,100.0,0.0,4.0
Pleasant Hill,CA,Tesla Destination,1,4,0.0,100.0,4.0
Sonoma,CA,Electrify America,1,4,100.0,0.0,4.0
Fairfield,CA,Blink Network,2,4,0.0,100.0,4.0
Hayward,CA,ENVIROSPARK,1,4,0.0,100.0,4.25
Woodland,CA,AMPUP,1,4,0.0,100.0,4.43
Atascadero,CA,Electrify America,1,4,100.0,0.0,4.0
South Lake Tahoe,CA,Electrify America,1,4,100.0,0.0,4.0
Elk Grove,CA,EVCS,1,4,100.0,0.0,4.0
Essex Fenner,CA,Electrify America,1,4,100.0,0.0,4.0
Clovis,CA,Electrify America,1,4,100.0,0.0,4.0
Los Alamos,CA,Electrify America,1,4,100.0,0.0,4.0
Eureka,CA,Electrify America,1,4,100.0,0.0,4.0
Crescent City,CA,ChargePoint Network,3,4,50.0,50.0,4.0
Lomita,CA,ChargePoint Network,2,4,0.0,100.0,4.0
Rancho Cordova,CA,BP_PULSE,1,4,100.0,0.0,4.0
Tulare,CA,Electrify America,1,4,100.0,0.0,4.0
Buena Park,CA,LOOP,1,4,0.0,100.0,4.0
Healdsburg,CA,Electrify America,1,4,100.0,0.0,4.0
La Puente,CA,ChargePoint Network,2,4,0.0,100.0,4.0
Corte Madera,CA,ChargePoint Network,2,4,0.0,100.0,4.0
Elk Grove,CA,Electrify America,1,4,75.0,25.0,4.0
Yuba City,CA,Electrify America,1,4,100.0,0.0,4.0
Vista,CA,Tesla Destination,2,4,0.0,100.0,4.0
Fish Camp,CA,Non-Networked,2,4,0.0,100.0,4.0
Newark,CA,EVCS,1,4,0.0,100.0,4.0
Red Bluff,CA,MERCEDES_BENZ,1,4,100.0,0.0,4.0
Buellton,CA,TURNONGREEN,1,4,0.0,100.0,4.14
Pasadena,CA,SYNERGEV,1,3,0.0,100.0,3.86
Placentia,CA,Non-Networked,2,3,0.0,100.0,3.86
Roseville,CA,eVgo Network,1,3,100.0,0.0,3.86
Clearlake Oaks,CA,Tesla Destination,1,3,0.0,100.0,3.86
San Clemente,CA,TURNONGREEN,1,3,0.0,100.0,3.86
Corona,CA,Blink Network,1,3,0.0,100.0,3.86
Victorville,CA,Tesla Destination,1,3,0.0,100.0,3.71
Gardena,CA,Non-Networked,3,3,0.0,100.0,3.71
Hawthorne,CA,LOOP,1,3,0.0,100.0,3.86
Inyokern,CA,EV Connect,1,3,33.33,66.67,3.86
Rio Vista,CA,EV Connect,1,3,33.33,66.67,3.71
El Cajon,CA,Blink Network,2,3,0.0,100.0,3.71
Monte Rio,CA,ChargePoint Network,2,3,0.0,100.0,3.86
Lakehead,CA,ChargePoint Network,2,3,33.33,66.67,3.71
Rancho Murieta,CA,Tesla Destination,1,3,0.0,100.0,3.57
Montebello,CA,Electrify America,1,3,100.0,0.0,3.86
West Sacramento,CA,OpConnect,1,3,0.0,100.0,3.86
Belvedere,CA,EV Connect,1,3,0.0,100.0,3.57
Long Beach,CA,EVRANGE,1,3,0.0,100.0,3.86
Huntington Beach,CA,Non-Networked,3,3,0.0,100.0,3.57
Davis,CA,eVgo Network,1,3,66.67,33.33,3.71
Calabasas,CA,LOOP,1,3,0.0,100.0,3.71
Woodland Hills,CA,eVgo Network,1,3,66.67,33.33,3.57
Sherman Oaks,CA,Non-Networked,2,3,33.33,66.67,3.43
Weed,CA,ChargePoint Network,2,3,33.33,66.67,3.57
Rutherford,CA,Blink Network,1,3,0.0,100.0,3.57
Acton,CA,Tesla Destination,1,3,0.0,100.0,3.43
Big Bear Lake,CA,LOOP,1,3,100.0,0.0,3.57
San Jose,CA,EVCS,2,3,100.0,0.0,3.86
Williams,CA,Non-Networked,2,3,33.33,66.67,3.29
Canoga Park,CA,Non-Networked,3,3,0.0,100.0,3.14
Clearlake,CA,Non-Networked,1,3,0.0,100.0,3.0
Rancho Cucamonga,CA,Non-Networked,3,3,0.0,100.0,3.0
Santa Fe Springs,CA,LOOP,1,3,0.0,100.0,3.43
Brooks,CA,Tesla Destination,1,3,0.0,100.0,3.29
Mill Valley,CA,eVgo Network,1,3,100.0,0.0,3.43
Sunnyvale,CA,NOODOE,1,3,0.0,100.0,3.86
Boron,CA,ChargePoint Network,3,3,66.67,33.33,3.43
South Gate,CA,Non-Networked,2,3,0.0,100.0,3.0
North Highland,CA,Electrify America,1,3,100.0,0.0,3.71
Carmel-by-the-Sea,CA,Blink Network,1,3,0.0,100.0,3.43
Simi Valley,CA,eVgo Network,1,3,66.67,33.33,3.29
Grover Beach,CA,ChargePoint Network,3,3,0.0,100.0,3.29
Rolling Hills Estates,CA,Electrify America,1,3,100.0,0.0,3.57
Burbank,CA,Blink Network,1,3,0.0,100.0,3.29
Panorama City,CA,AMPUP,3,3,0.0,100.0,4.0
Temecula,CA,eVgo Network,2,3,100.0,0.0,3.14
Chatsworth,CA,FLO,3,3,0.0,100.0,5.0
Desert Hot Springs,CA,FLO,1,3,0.0,100.0,4.29
Woodside,CA,ChargePoint Network,2,3,0.0,100.0,3.14
Victorville,CA,EV Connect,1,3,66.67,33.33,3.43
La Mesa,CA,Tesla Destination,1,3,0.0,100.0,3.14
Smith River,CA,ChargePoint Network,2,3,33.33,66.67,3.0
Orange,CA,eVgo Network,1,3,66.67,33.33,3.0
Bakersfield,CA,Tesla Destination,1,3,0.0,100.0,3.0
El Cajon,CA,Non-Networked,1,3,0.0,100.0,3.0
Playa Vista,CA,OpConnect,1,3,0.0,100.0,3.71
Forestville,CA,Tesla Destination,1,3,0.0,100.0,3.0
Downey,CA,Electrify America,1,3,100.0,0.0,3.43
San Ysidro,CA,eVgo Network,1,3,66.67,33.33,3.0
San Gabriel,CA,Non-Networked,1,3,100.0,0.0,3.0
St Helena,CA,Tesla Destination,2,3,0.0,100.0,3.0
Sea Ranch,CA,Tesla Destination,1,3,0.0,100.0,3.0
Creston,CA,Tesla Destination,1,3,0.0,100.0,3.0
Turlock,CA,Tesla Destination,1,3,0.0,100.0,3.0
Beverly Hills,CA,ABM,1,3,0.0,100.0,10.29
West Sacramento,CA,Electrify America,1,3,100.0,0.0,3.29
Merced,CA,Non-Networked,3,3,0.0,100.0,3.0
Susanville,CA,Non-Networked,2,3,0.0,100.0,3.0
Lotus,CA,Non-Networked,1,3,0.0,100.0,3.0
Salinas,CA,Tesla Destination,2,3,0.0,100.0,3.0
Tulare,CA,Tesla Destination,1,3,0.0,100.0,3.0
Pacifica,CA,ChargePoint Network,3,3,0.0,100.0,3.0
Napa,CA,Non-Networked,2,3,0.0,100.0,3.0
Pacific Grove,CA,Tesla Destination,1,3,0.0,100.0,3.0
Carpinteria,CA,LOOP,1,3,0.0,100.0,3.29
Fort Bragg,CA,Tesla Destination,2,3,0.0,100.0,3.0
Sylmar,CA,Non-Networked,2,3,0.0,100.0,3.0
San Carlos,CA,eVgo Network,1,3,66.67,33.33,3.0
Walnut Creek,CA,7CHARGE,1,3,100.0,0.0,3.86
Suisun City,CA,Blink Network,1,3,0.0,100.0,3.14
Eureka,CA,Non-Networked,3,3,0.0,100.0,3.0
Novato,CA,AUTEL,1,3,100.0,0.0,21.6
Malibu,CA,Electrify America,1,3,100.0,0.0,3.14
Culver City,CA,POWERFLEX,1,3,0.0,100.0,5.43
Castro Valley,CA,Electrify America,1,3,100.0,0.0,3.0
Ontario,CA,eVgo Network,1,3,66.67,33.33,3.0
Windsor,CA,AUTEL,3,3,0.0,100.0,18.5
Orange,CA,Tesla Destination,1,3,0.0,100.0,3.0
Banning,CA,EVCS,1,3,33.33,66.67,3.71
Coachella,CA,ChargePoint Network,2,3,33.33,66.67,3.0
Ladera Ranch,CA,ABM,1,3,0.0,100.0,7.43
Millbrae,CA,Tesla Destination,1,3,0.0,100.0,3.0
El Granada,CA,ChargePoint Network,2,3,0.0,100.0,3.0
Encino,CA,FLO,3,3,0.0,100.0,3.71
Concord,CA,Blink Network,2,3,66.67,33.33,3.0
Dublin,CA,eVgo Network,1,3,66.67,33.33,3.0
Hanford,CA,Blink Network,2,3,0.0,100.0,3.0
El Monte,CA,EV Connect,3,3,0.0,100.0,3.29
Anderson,CA,ChargePoint Network,2,3,33.33,66.67,3.0
Glendale,CA,Non-Networked,2,3,0.0,100.0,3.0
Carpinteria,CA,Tesla Destination,1,3,0.0,100.0,3.0
Mission Viejo,CA,eVgo Network,1,3,66.67,33.33,3.0
Oroville,CA,Tesla Destination,1,3,0.0,100.0,3.0
Arroyo Grande,CA,LOOP,1,3,0.0,100.0,3.14
Oakland,CA,Electrify America,1,3,100.0,0.0,3.0
Olancha,CA,RIVIAN_ADVENTURE,1,3,100.0,0.0,5.43
Red Bluff,CA,Tesla Destination,1,3,0.0,100.0,3.0
Ross,CA,ChargePoint Network,2,3,0.0,100.0,3.0
Upland,CA,Tesla Destination,1,3,0.0,100.0,3.0
Thousand Oaks,CA,Tesla Destination,1,3,0.0,100.0,3.0
Vallejo,CA,Blink Network,1,3,0.0,100.0,3.0
Shoshone,CA,RIVIAN_WAYPOINTS,1,3,0.0,100.0,14.43
Cypress,CA,Electrify America,1,3,66.67,33.33,3.0
Menifee,CA,eVgo Network,1,3,66.67,33.33,3.0
San Bernardino,CA,Non-Networked,1,3,0.0,100.0,3.0
Tahoe City,CA,Tesla Destination,3,3,0.0,100.0,3.0
Norwalk,CA,POWERFLEX,1,3,0.0,100.0,4.43
Sacramento,CA,AUTEL,1,3,0.0,100.0,16.29
Paicines,CA,Non-Networked,2,3,0.0,100.0,3.0
Solvang,CA,Tesla Destination,2,3,0.0,100.0,3.0
Montclair,CA,Non-Networked,2,3,33.33,66.67,3.0
Tujunga,CA,ChargePoint Network,2,3,0.0,100.0,3.0
Granite Bay,CA,Non-Networked,2,3,0.0,100.0,3.0
Philo,CA,Tesla Destination,2,3,0.0,100.0,3.0
Sausalito,CA,Tesla Destination,2,3,0.0,100.0,3.0
Santa Maria,CA,EV Connect,1,3,0.0,100.0,3.14
Arcadia,CA,POWERFLEX,1,3,0.0,100.0,3.86
Dunsmuir,CA,ChargePoint Network,2,3,33.33,66.67,3.0
City of Industry,CA,Non-Networked,1,3,33.33,66.67,3.0
Hawaiian Gardens,CA,Tesla Destination,1,3,0.0,100.0,3.0
Exeter,CA,OpConnect,1,3,0.0,100.0,3.57
Redondo Beach,CA,Non-Networked,2,3,0.0,100.0,3.0
Chowchilla,CA,ChargePoint Network,2,3,33.33,66.67,3.0
Arcadia,CA,Tesla Destination,1,3,0.0,100.0,3.0
Hartle Ct,CA,ChargePoint Network,2,3,0.0,100.0,3.0
Shafter,CA,ChargePoint Network,2,3,33.33,66.67,3.0
Winters,CA,Tesla Destination,1,3,0.0,100.0,3.0
Acampo,CA,Tesla Destination,2,3,0.0,100.0,3.0
Midpines,CA,Tesla Destination,1,3,0.0,100.0,3.0
Lodi,CA,Tesla Destination,1,3,0.0,100.0,3.0
North Hollywood,CA,AMPUP,3,3,0.0,100.0,3.71
San Luis Obispo,CA,eVgo Network,1,3,66.67,33.33,3.0
Dunnigan,CA,ChargePoint Network,2,3,33.33,66.67,3.0
Escondido,CA,NOODOE,1,3,0.0,100.0,3.71
Dinuba,CA,LOOP,1,3,0.0,100.0,3.0
Groveland,CA,Tesla Destination,2,3,0.0,100.0,3.0
Clovis,CA,eVgo Network,1,3,66.67,33.33,3.0
Solvang,CA,Non-Networked,1,2,0.0,100.0,2.86
Newark,CA,NOODOE,1,2,0.0,100.0,3.43
Berkeley,CA,AMPUP,1,2,0.0,100.0,3.43
Manteca,CA,Tesla Destination,1,2,0.0,100.0,2.86
Monrovia,CA,Blink Network,1,2,0.0,100.0,2.86
New Cuyama,CA,Tesla Destination,1,2,0.0,100.0,2.71
Point Arena,CA,ChargePoint Network,1,2,0.0,100.0,2.86
Bishop,CA,OpConnect,1,2,100.0,0.0,3.29
Willits,CA,Tesla Destination,1,2,0.0,100.0,2.57
TRACY,CA,ChargePoint Network,1,2,0.0,100.0,2.71
Sutter Creek,CA,ChargePoint Network,1,2,0.0,100.0,2.57
Kenwood,CA,EVCS,1,2,100.0,0.0,3.43
Twin Bridges,CA,Non-Networked,1,2,0.0,100.0,2.71
Menifee,CA,ChargePoint Network,1,2,0.0,100.0,2.43
Van Nuys,CA,Non-Networked,2,2,0.0,100.0,2.57
Agoura Hills,CA,eVgo Network,1,2,100.0,0.0,2.86
Sanger,CA,Electrify America,1,2,0.0,100.0,2.86
Ferndale,CA,Tesla Destination,2,2,0.0,100.0,2.43
Lincoln,CA,Electrify America,1,2,0.0,100.0,2.71
Pacific Palisades,CA,SYNERGEV,1,2,0.0,100.0,3.57
San Luis Obispo,CA,FLIPTURN,1,2,100.0,0.0,6.0
El Segundo,CA,eVgo Network,1,2,100.0,0.0,2.71
Half Moon Bay,CA,STAY_N_CHARGE,1,2,0.0,100.0,3.0
Rocklin,CA,SWTCH,2,2,0.0,100.0,5.14
Gardena,CA,EVCS,1,2,100.0,0.0,3.14
Felton,CA,Blink Network,1,2,0.0,100.0,2.71
Tujunga,CA,EVGATEWAY,1,2,0.0,100.0,3.71
Laguna Beach,CA,EV Connect,1,2,0.0,100.0,2.86
Torrance,CA,CHARGEUP,1,2,0.0,100.0,2.0
Dublin,CA,Tesla Destination,1,2,0.0,100.0,2.29
Buena Park,CA,eVgo Network,1,2,100.0,0.0,2.57
Lemon Grove,CA,Blink Network,1,2,0.0,100.0,2.57
Van Nuys,CA,FLO,2,2,0.0,100.0,3.29
Fremont,CA,EVCS,1,2,100.0,0.0,2.86
Guerneville,CA,ChargePoint Network,1,2,0.0,100.0,2.29
Clio,CA,Tesla Destination,1,2,0.0,100.0,2.14
Auburn,CA,OpConnect,1,2,0.0,100.0,3.0
Long Beach,CA,AMPUP,1,2,0.0,100.0,3.14
Lake City,CA,Tesla Destination,1,2,0.0,100.0,2.0
"Walnut, California",CA,ChargePoint Network,1,2,0.0,100.0,2.14
Martinez,CA,eVgo Network,1,2,100.0,0.0,2.43
Simi Valley,CA,Tesla Destination,1,2,0.0,100.0,2.0
Oroville,CA,ChargePoint Network,1,2,0.0,100.0,2.0
San Francisco,CA,ITSELECTRIC,1,2,0.0,100.0,2.0
East Palo Alto,CA,ChargePoint Network,2,2,0.0,100.0,2.0
Antioch,CA,Non-Networked,1,2,50.0,50.0,2.43
Julian,CA,Tesla Destination,1,2,0.0,100.0,2.0
Hemet,CA,Tesla Destination,1,2,0.0,100.0,2.0
Chowchilla,CA,eVgo Network,1,2,100.0,0.0,2.29
Fillmore,CA,AMPUP,1,2,0.0,100.0,2.86
Escondido,CA,Non-Networked,1,2,0.0,100.0,2.29
Encinitas,CA,Tesla Destination,1,2,0.0,100.0,2.0
West Hills,CA,Non-Networked,1,2,0.0,100.0,2.14
El Centro,CA,Blink Network,1,2,0.0,100.0,2.43
Bakerfield,CA,Electrify America,1,2,0.0,100.0,2.57
Colma,CA,eVgo Network,1,2,100.0,0.0,2.14
Eastvale,CA,EVOKE,1,2,0.0,100.0,2.0
Chatsworth,CA,ChargePoint Network,1,2,0.0,100.0,2.0
Roseville,CA,Tesla Destination,1,2,0.0,100.0,2.0
Hollister,CA,NOODOE,1,2,100.0,0.0,3.14
Beverly Hills,CA,EVGATEWAY,1,2,0.0,100.0,3.43
San Bernardino,CA,Tesla Destination,1,2,0.0,100.0,2.0
Folsom,CA,Tesla Destination,1,2,0.0,100.0,2.0
Commerce,CA,ChargePoint Network,1,2,0.0,100.0,2.0
Castro Valley,CA,Blink Network,1,2,0.0,100.0,2.29
Fullerton,CA,Non-Networked,1,2,100.0,0.0,2.0
Philo,CA,RIVIAN_WAYPOINTS,1,2,0.0,100.0,9.86
Rohnert Park,CA,GO_TO_U,1,2,0.0,100.0,6.0
Fremont,CA,EV Connect,1,2,100.0,0.0,2.71
Bellflower,CA,EV Connect,1,2,0.0,100.0,2.57
Oakland,CA,EVCS,1,2,100.0,0.0,2.57
Shingletown,CA,Tesla Destination,1,2,0.0,100.0,2.0
San Clemente,CA,VIALYNK,1,2,0.0,100.0,22.57
Colfax,CA,RED_E,1,2,100.0,0.0,3.67
Walnut,CA,NOODOE,1,2,0.0,100.0,2.86
Middletown,CA,ChargePoint Network,1,2,0.0,100.0,2.0
Lake Forest,CA,Tesla Destination,1,2,0.0,100.0,2.0
Emeryville,CA,eVgo Network,1,2,100.0,0.0,2.0
Watsonville,CA,eVgo Network,1,2,100.0,0.0,2.0
Selma,CA,ChargePoint Network,2,2,100.0,0.0,2.0
Susanville,CA,Tesla Destination,1,2,0.0,100.0,2.0
Inyokern,CA,RIVIAN_WAYPOINTS,1,2,0.0,100.0,7.0
Santa,CA,ChargePoint Network,1,2,0.0,100.0,2.0
Isla Vista,CA,ChargePoint Network,1,2,0.0,100.0,2.0
South Gate,CA,ChargePoint Network,1,2,0.0,100.0,2.0
Napa,CA,7CHARGE,1,2,100.0,0.0,3.57
Mill Valley,CA,Non-Networked,1,2,0.0,100.0,2.0
Lake Forest,CA,CHAEVI,1,2,100.0,0.0,7.14
Camarillo,CA,eVgo Network,1,2,100.0,0.0,2.0
Huron,CA,Electrify America,1,2,0.0,100.0,2.43
Avila Beach,CA,STAY_N_CHARGE,1,2,0.0,100.0,2.67
Hidden Hills,CA,ChargePoint Network,1,2,0.0,100.0,2.0
Empire,CA,EV Connect,1,2,0.0,100.0,2.43
National City,CA,EVCS,1,2,100.0,0.0,2.29
Woodland Hills,CA,AMPUP,2,2,0.0,100.0,2.57
Marina,CA,EVRANGE,1,2,0.0,100.0,3.57
Three Rivers,CA,Tesla Destination,1,2,0.0,100.0,2.0
Sanger,CA,Non-Networked,1,2,0.0,100.0,2.0
Exeter,CA,ChargePoint Network,2,2,0.0,100.0,2.0
Huntington Beach,CA,EVCS,1,2,100.0,0.0,2.14
Richmond,CA,Non-Networked,1,2,50.0,50.0,2.0
El Portal,CA,RIVIAN_WAYPOINTS,1,2,0.0,100.0,4.43
Larkspur,CA,Non-Networked,1,2,0.0,100.0,2.0
Santa Barbara,CA,EVGATEWAY,1,2,0.0,100.0,3.14
South San Francisco,CA,EVRANGE,1,2,100.0,0.0,3.29
Lakeport,CA,ChargePoint Network,1,2,0.0,100.0,2.0
Alturas,CA,Tesla Destination,1,2,0.0,100.0,2.0
Pismo Beach,CA,AMPUP,1,2,0.0,100.0,2.29
Byron,CA,Non-Networked,1,2,0.0,100.0,2.0
Lake Balboa,CA,FLO,2,2,0.0,100.0,3.0
Venice,CA,eVgo Network,2,2,100.0,0.0,2.0
Lompoc,CA,EVCS,1,2,100.0,0.0,2.0
Alhambra,CA,NOODOE,1,2,0.0,100.0,2.57
Long Beach,CA,7CHARGE,1,2,100.0,0.0,3.29
Ventura,CA,eVgo Network,1,2,50.0,50.0,2.0
Redwood City,CA,CHARGELAB,1,2,0.0,100.0,5.29
Yuba City,CA,Blink Network,1,2,0.0,100.0,2.14
Carson,CA,TURNONGREEN,1,2,0.0,100.0,3.57
Orange Cove,CA,Electrify America,1,2,0.0,100.0,2.29
West Hollywood,CA,POWERFLEX,1,2,0.0,100.0,3.43
Sausalito,CA,ChargePoint Network,1,2,0.0,100.0,2.0
Trinidad,CA,Tesla Destination,1,2,0.0,100.0,2.0
Dinuba,CA,EVCS,1,2,0.0,100.0,2.0
Pittsburgh,CA,ChargePoint Network,1,2,0.0,100.0,2.0
Dinuba,CA,ChargePoint Network,1,2,0.0,100.0,2.0
Lake Arrowhead,CA,LOOP,1,2,0.0,100.0,2.86
Galt,CA,eVgo Network,1,2,100.0,0.0,2.0
Wawona,CA,ChargePoint Network,1,2,0.0,100.0,2.0
Norco,CA,Non-Networked,1,2,100.0,0.0,2.0
Palmdale,CA,Non-Networked,1,2,0.0,100.0,2.0
Galt,CA,ChargePoint Network,2,2,100.0,0.0,2.0
Anza,CA,Tesla Destination,1,2,0.0,100.0,2.0
San Francisco,CA,AMPUP,1,2,0.0,100.0,2.14
Twain Harte,CA,Tesla Destination,1,2,0.0,100.0,2.0
Prather,CA,NOODOE,1,2,0.0,100.0,2.29
Carson,CA,CHAEVI,1,2,100.0,0.0,5.71
Porterville,CA,Non-Networked,1,2,100.0,0.0,2.0
Pollock Pines,CA,eVgo Network,1,2,100.0,0.0,2.0
Rolling Hills Estates,CA,Tesla Destination,1,2,0.0,100.0,2.0
Corona,CA,EVRANGE,1,2,100.0,0.0,3.0
Lakewood,CA,XEAL,1,2,0.0,100.0,2.0
Lucerne Valley,CA,Tesla Destination,1,2,0.0,100.0,2.0
La Habra,CA,RED_E,1,2,100.0,0.0,3.25
Banning,CA,Non-Networked,1,2,0.0,100.0,2.0
Anza,CA,Blink Network,1,2,0.0,100.0,2.0
Lewiston,CA,Tesla Destination,1,2,0.0,100.0,2.0
Escalon,CA,ChargePoint Network,1,2,0.0,100.0,2.0
Van Nuys,CA,Blink Network,1,2,0.0,100.0,2.0
Studio City,CA,Tesla Destination,1,2,0.0,100.0,2.0
Burbank,CA,SWTCH,1,2,0.0,100.0,4.57
Indian Wells,CA,EV Connect,1,2,0.0,100.0,2.29
Covina,CA,EV Connect,1,2,50.0,50.0,2.14
Kettleman City,CA,Tesla Destination,1,2,0.0,100.0,2.0
Occidental,CA,Tesla Destination,1,2,0.0,100.0,2.0
Reedly,CA,Electrify America,1,2,0.0,100.0,2.14
Placentia,CA,EVGATEWAY,1,2,0.0,100.0,2.86
Grass Valley,CA,Tesla Destination,1,2,0.0,100.0,2.0
Fresno,CA,EV Connect,1,2,0.0,100.0,2.0
Arroyo Grande,CA,Tesla Destination,2,2,0.0,100.0,2.0
Vallejo,CA,Non-Networked,2,2,0.0,100.0,2.0
Rio Dell,CA,ChargePoint Network,1,2,0.0,100.0,2.0
Bakersfield,CA,OpConnect,1,2,100.0,0.0,2.71
South Pasadena,CA,Non-Networked,1,2,100.0,0.0,2.0
Corona del Mar,CA,Tesla Destination,1,2,0.0,100.0,2.0
Modesto,CA,eVgo Network,1,2,100.0,0.0,2.0
Cupertino,CA,Non-Networked,1,2,0.0,100.0,2.0
corona,CA,Blink Network,1,2,0.0,100.0,2.0
Carlsbad,CA,EV Connect,1,2,0.0,100.0,2.0
Moorpark,CA,Blink Network,2,2,0.0,100.0,2.0
Pomona,CA,EVRANGE,1,2,0.0,100.0,2.71
Banning,CA,ChargePoint Network,1,2,0.0,100.0,2.0
Hemet,CA,EVCS,1,2,100.0,0.0,2.0
Yorba Linda,CA,Non-Networked,1,2,0.0,100.0,2.0
