month,state,ev_network,stations_opened,ports_opened,dc_fast_opened,level2_opened,cumulative_stations,cumulative_ports
2026-05-01 00:00:00+00,CA,ABM,1,3,0,3,19382,64625
2026-05-01 00:00:00+00,CA,ChargePoint Network,145,242,12,230,19382,64625
2026-05-01 00:00:00+00,CA,RIVIAN_ADVENTURE,2,24,24,0,19382,64625
2026-05-01 00:00:00+00,CA,Tesla,8,116,116,0,19382,64625
2026-05-01 00:00:00+00,CA,EVCS,1,10,0,10,19382,64625
2026-05-01 00:00:00+00,CA,Blink Network,5,10,2,8,19382,64625
2026-05-01 00:00:00+00,CA,IONNA,1,8,8,0,19382,64625
2026-05-01 00:00:00+00,CA,Electrify America,1,10,10,0,19382,64625
2026-05-01 00:00:00+00,CA,EV Connect,4,28,0,28,19382,64625
2026-06-01 00:00:00+00,CA,IONNA,1,10,10,0,19416,64717
2026-06-01 00:00:00+00,CA,EVGATEWAY,1,21,0,21,19416,64717
2026-06-01 00:00:00+00,CA,INTERTIE,1,7,0,7,19416,64717
2026-06-01 00:00:00+00,CA,ChargePoint Network,29,48,0,48,19416,64717
2026-06-01 00:00:00+00,CA,Blink Network,1,5,0,5,19416,64717
2026-06-01 00:00:00+00,CA,CHARGELAB,1,1,0,1,19416,64717
